category,s1,s2,label,node_id,neighbour
"Activities, Crafts & Games"," Un ique brain - te asing activities challenge perception and assumptions with optical ill usions and simple tasks . Memory games , pencil puzzles , and magic tricks let readers exercise numer acy and logic skills . Answer pages provide solving tips and solutions . The author focuses on math concepts , explaining probability thoroughly . Acc ur ate illustrations are essential to the books ' success . Recommended for grades 6 - 9 .", Th ink Outside the Box ( B rain B enders ),6,53724,"[53719, 70790]"
Animals,,,1,15521,"[15580, 23243, 33171, 63808]"
Humor," L ew ison and Brown collaborate on an appealing variation of a common theme in this book . Brown ' s comic illustrations depict a medieval princess who refuses to swap her royal di aper for a pot ty , no matter the tempt ations . The story teaches a valuable lesson about patience and self - determ ination , presented with humor and wit . App ropri ate for ages 2 - 4 .", The Princess and the Pot ty ,3,26097,"[1359, 8526, 14145, 14557, 28390, 28476, 28790, 30866, 32828, 38626, 46482, 47174, 47609, 47648, 52511, 65956, 75638]"
"Arts, Music & Photography"," Re organ ized from a children ' s song , This Old Man , this book introduces famous African - American jazz musicians as it counts to nine . The energetic coll age illustrations introduce the action by pict uring bold strip ed curtains encompass ing an empty stage set up with jazz instruments . The book features jazz legends like Louis Armstrong and Charles Ming us , appealing to both jazz a fic ion ados and beginners . The illustrations give clues to the performers , and brief bi ographies are provided in the end matter . On om at op oe ic words im itate the music ' s sounds , creating a fun and engaging read for children .", This Jazz Man ,13,7467,"[1663, 2178, 2292, 10882, 11546, 12917, 13259, 13848, 14332, 15915, 16537, 17700, 20848, 21030, 21372, 21690, 23981, 24409, 26079, 26116, 26800, 27248, 31293, 32325, 32523, 32740, 33266, 33363, 36307, 37021, 38130, 39183, 42966, 45827, 45886, 47945, 48631, 49193, 51713, 51730, 55381, 61987, 62083, 63196, 65041, 65171, 65797, 67483, 67813, 68204, 71082, 71782, 72607, 72609]"
Growing Up & Facts of Life, En orm ous appeal for young children . It ' s hard to imagine a more ideal book to read to a group ... it offers just the right amount of tension with a reass uring resolution ., R acco on On His Own ( P ict ure P uff in Books ),2,6758,"[4665, 4671, 5351, 5364, 5431, 5462, 5513, 5516, 5604, 5611, 5862, 5871, 5893, 5936, 6396, 6733, 11578, 11622, 17105, 25895, 28963, 29405, 31869, 35414, 42849, 45286, 46445, 46531, 49637, 50243, 52410, 52702, 54076, 59307, 59538, 68456, 68467, 69462, 73876, 73877, 74824]"
Animals," Writ ten by veteran actor John M ese , who was born and raised in Bat on Rouge , Louisiana , and is known for appearances in shows like Pizza My Heart and Just Legal , this children ' s book tells the tale of F li ppy and his friends . M ese is also an accomplished screen writer and lives in Los Angeles with his wife Dawn Kel sey , a California native and instructor in Communication Studies at California State University , Long Beach . The book ' s cover and interior illustrations are crafted by Chan ler Hold en , a graphic designer based in Bat on Rouge , Louisiana , who has designed and illustrated several previous children ' s books .", F li ppy Goes on a Road Tri ppy ( F li ppy and Friends ),1,43143,[43142]
Literature & Fiction," G reg F ritz , a marketing g uru at Big Idea / V e gg ie T ales , is an expert in Ve gg ie - related advertising , partnerships , and product development . His resilience at work mirrors that of Bob the Tom ato , while his home life is filled with Larry ' s wh ims ical spirit . Greg and his wife raise five children together .", God Made You Special ! ( V e gg ie T ales ),0,39745,"[8811, 8822, 8831, 8865, 8874, 8908, 8915, 9194, 9211, 9223, 9290, 9293, 9325, 9333, 9373, 9397, 9455, 9469, 13552, 14557, 39681, 39694, 39696, 39705, 39710, 39715, 39716, 39726, 39733, 39738, 39741, 39746, 39765, 39852, 46013, 46058, 46060, 65860, 67389, 69411, 69437]"
Growing Up & Facts of Life," P ug and Doug are can ine best friends who share movies , secret p aw sh akes , and understand each other ' s mood s . When Doug assumes P ug has dumped him , P ug fr ant ically searches for him to explain the truth : he ' s been hiding a talking par rot birthday present . This heart w arming tale of friendship combines humor and happen stance , with a Pul itzer Prize - winning cartoon ist ' s charming illustrations .", P ug and Doug : A Heart w arming Tale of Friend ship ,2,36461,"[3805, 4250, 6365, 16915, 65178]"
Growing Up & Facts of Life," Re ceive praise for the Dead Is series , a collection of books featuring a wise - cr acking , boy - l usting high school protagonist . The series is a lighter - than - air spo of of the unde ad , cheer le aders , and popularity . With a fun ride from start to finish , author Marl ene Perez delivers a quick , lively rom p suitable for teens .", D ead Is a K iller T une ,2,23219,[23218]
Growing Up & Facts of Life," One of the most creative toilet - training stories ever to make it to print , The Sadd est To ile t in the World tells the tale of Danny , a toddler who ' s reluctant to use the toilet . When the toilet decides to leave due to his rejection , Danny sets out to find it and give it a try . H ilar ious cartoon artwork by R icks highlights the humor of a traveling toilet . The story is a hilarious mix of toilet humor and self - esteem literature .", The Sadd est To ile t in the World ,2,55050,"[1359, 14557, 32828, 44038, 47648]"
Literature & Fiction," St orm ie Om art ian , a bestselling author known for her Power of a Pr aying series , and Sh ari Warren , an artist and illustr ator , have collaborated on a children ' s book titled What Happ ens When I Talk to God ? The book aims to teach kids about the power of prayer .", What Happ ens When I Talk to God ? / Qu é pas a cu ando hab lo con D ios ?: English / Sp anish ( The Power of a Pr aying Kid ),0,30021,"[5402, 9850, 29939, 29960, 29981, 40034]"
Growing Up & Facts of Life, The J elly beans Love to Dance is a board book written by Laura J off e Numer off and published by Abr ams App les eed . It features colorful illustrations and storytelling that engage young readers ., The J elly beans Love to Dance ,2,48535,"[2722, 19358, 23665, 28952, 38178, 38230, 48483, 48602, 52390]"
Literature & Fiction," S us an K . Mar low is a versatile author and homes chool ing mom who seeks new stories to share . Based in Washington , she is the writer of the Circle C Adventures and Circle C Begin nings series . Her works showcase her experiences and knowledge .", And i ' s Circle C Christmas ( C ircle C Begin nings ),0,39917,"[9102, 11560, 13474, 27220, 39896, 39898, 39911, 39912, 39914, 39916, 39919, 39920, 39922, 39924, 39925, 39926, 39927, 39928, 39931, 39936, 40196, 43976, 43977]"
Growing Up & Facts of Life," An ne Rock well is a renowned non fiction author for young children . With over 1 0 0 books under her belt , including ' Why Are the Ice C aps Mel ting ?' and titles in the ' Let ' s - Read - and - Find - Out Science ' series , she continues to enlight en young minds . Rock well resides in Greenwich , Connecticut .", Show & Tell Day ,2,4614,[46920]
Literature & Fiction," A Visit to William Blake ' s Inn is a New bery Medal - winning , Cal dec ott Honor book written by Nancy Will ard . It revol ves around an imaginary inn owned by William Blake , where extraordinary guests are cate red to by an exceptional staff . Suit able for ages 4 - 8 , the book copyright is 1 9 8 7 Reed Business Information , Inc . Will ard , who has always admired Blake ' s poetry , created a six - foot model of the inn while writing the poems . The model , along with its characters , now stands in her living room . The author published her first book , A Child ' s Star , in her high school senior year . Previously a lecturer at V ass ar College , she has auth ored several well - re ceived children ' s books , including S ailing to Cy the ra and The Island of the Grass King , which won Lewis Carroll Shel f Awards .", A Visit to William Blake ' s Inn : Po ems for Inn oc ent and Exper ienced Travel ers ,0,7821,"[1337, 4121, 4402, 4547, 5199, 5218, 5238, 5239, 5338, 5349, 5387, 5389, 5472, 6212, 7796, 9563, 9638, 9641, 10099, 10269, 10768, 11356, 11578, 14203, 14291, 15621, 15915, 15987, 16782, 17959, 20144, 24393, 25833, 26799, 27220, 33363, 36133, 39030, 41676, 45727, 65020, 68188]"
Literature & Fiction," S ar ah De F ord Williams , a resident of Salt Lake City , is a writer , wife , and mother of three . An outdoors enthusi ast , she enjoys mountains and playing guitar . Palace Beautiful is her first book .", S ar ah De F ord Williams : Author and Mult ital ented Mother ,0,6483,[27745]
Growing Up & Facts of Life," This grade 2 - 3 paper back follows Beck , an animal - tal ent fairy , as he tries to stop a war between chip m unks and hum ming birds in Never Land ' s Pix ie Hollow . The story features full - color illustrations in Disney ' s typical animation style .", B eck and the Great Berry Battle ( Dis ney Fair ies ),2,29561,"[29562, 29570, 29572, 29574, 29576, 29577, 29580, 29586, 29602, 29620]"
Education & Reference," B aby Professor offers a range of educational books for kids to learn about various subjects , presented in a fun and engaging way . These books aim to teach children how to do things themselves , understand how processes work , and discover the origins of various concepts . With attractive visuals and a motto of ' Lear ning is Fun , so let ' s Make it Fun to Learn ', Baby Professor provides a solid foundation for children ' s future learning .", H ola ! Yo Hab lo E span ol | Children ' s Learn Spanish Books ,12,70088,[58871]
Growing Up & Facts of Life," M iche le Jak ub owski , raised in Hoffman Est ates , Chicago , developed her love for reading and writing thanks to her teachers . She credits them for making her a skilled story t eller . Miche le resides in Powell , Ohio , with her husband John and children Jack and M ia .", M iche le Jak ub owski : Story t eller Influ enced by Teachers ,2,54247,"[54218, 54251, 54268, 54301, 54350]"
Literature & Fiction," K atz ' s nod to presidential fo ibles arrives just in time for Presidents Day and the upcoming election cycle . In humorous yet informative rh ym es , she explains that Washington never slept in the White House , John Quincy Adams often skin ny - d ipped in the Pot om ac , Herbert Ho over and his wife avoided e aves dro ppers by convers ing in Chinese , and William Howard Ta ft ( at 3 5 0 pounds ) required a special bat ht ub . Although admitted ly trivial , these sorts of details are just the kind to p ique young readers ' interests . The poems exhibit wide diversity ( conc rete , all iter ative , free verse , qu atra ins ), and each is accompanied by a foot note explaining the verses ' context and a cartoon - style illustration . Ne ub eck ers artwork , rendered in India ink with digital color , is full of interesting details ; the title spread , for example , features an enormous , hair y Ta ft being ext ric ated by four determined a ides . App ended with a list of presidential notes and quotes , this is sure to be popular ; pair with Kathleen Kr ull ' s Lives of the Presidents ( 1 9 9 8 ) or Judith St . George ' s So You Want to Be President ? ( 2 0 0 0 ). Gr ades 2 - 5 .", The President ' s St uck in the Bat ht ub : Po ems About the Presidents ,0,22978,"[18537, 18847, 29158, 33388, 49250, 64625, 67884]"
Education & Reference," P raise for Key Hun ters : ' L uper ' s de lect able humor is appropriate for the intended age group , and the plot will keep readers ' attention to the end ... this is a satisfying read for beginning independent readers .' -- School Library Journal ", The Wizard ' s War ( Key Hun ters # 4 ),12,22758,"[11408, 16906, 18990, 22449, 22454, 22506, 22536, 22609, 22652, 22705, 22727, 22731, 22764, 22772, 22883, 22927, 22929, 23983, 37503, 42672, 45937, 49836, 50731, 51990, 52016, 54491, 54582, 54641, 54663, 54783, 54924, 54936, 55131, 55305, 55448, 55550, 58486, 75200, 75201]"
Religions," Disc over , Imagine , Grow ! Explore the world of Od yssey and learn biblical truths like salvation , prayer , and forgiveness . Through historical stories , modern biography , and Adventures in Od yssey radio dram as , imagine being a hero of the faith . With relevant Bible verses and engaging content , this book challenges readers to grow in their walk with God .", 9 0 Dev otions for Kids ( Ad vent ures in Od yssey Books ),20,63848,"[6874, 6917, 8874, 9436, 9440, 21138, 29144, 29158, 29159, 29172, 30019, 30036, 34639, 35795, 40161, 40227, 46050, 46069, 46072, 47290, 47317, 59109, 63819, 63825, 63827, 63828, 63837, 63838, 63840, 63842, 63844, 63847, 63849, 63850, 63851, 63852, 63857, 63859, 63862, 63865, 76824]"
Growing Up & Facts of Life," This re imag ined ' Little Red R iding Hood ' addresses bullying through a role revers al , featuring Little B itty Wolf and Big Red . Know - It - O w l ' s advice helps Little B itty cope with Big Red ' s ta unting .", Big Red and the Little B itty Wolf : A Story About Bul lying ,2,50618,"[2257, 3675, 4250, 10106, 11979, 16147, 16344, 16476, 16558, 17658, 21344, 23725, 24710, 28790, 31862, 32820, 34040, 38275, 38306, 43127, 44590, 45112, 46243, 46919, 50605, 50609, 50613, 50617, 50622, 50623, 57272, 57823, 58229, 61687, 62595, 62709, 68071, 68210, 73178, 73533, 73906, 74013, 74034, 74038, 74216, 74938, 75439, 75852]"
Science Fiction & Fantasy," Er in Manning , a passionate story t eller , resides in Texas with her husband , three daughters , and two cats . She spends her time writing instead of doing laundry .", The Tel m aj : Book One : Tales of Tel m aja ,7,53003,[58573]
Growing Up & Facts of Life," C ec ilia Gal ante secretly wishes she could fly , but she remains grounded in Kingston , PA , where she lives with her husband and three children . An author of five novels for young adults and middle school kids , her works include The Pat ron Saint of Butter flies , which was a Books ense Pick , Northeast Ind ie Books ellers Y A Book of the Year , and a Recommended Read on Op rah ' s website . Visit her website at www . ce c ili ag al ante . com .", Little Wings # 3 : Star - B ubble Tr ouble ( A Ste pping Stone Book ( TM )) ,2,14013,"[13984, 14002, 14024, 19459]"
Growing Up & Facts of Life," M aria L ili dreams of her grandparents ' stew , but on this Saturday , she learns to make s anc och o with just a dozen eggs . Torres ' s text is filled with bar tering energy , while her water col ors showcase a se rene domestic ity . The story includes a recipe for s anc och o , a dish popular in Central and South America . Ages 4 - 8 .", El S anc och o del Sab ado : Spanish hard cover edition of Saturday S anc och o ( Sp anish Edition ),2,12102,"[12301, 41051]"
Literature & Fiction,,,0,14869,[14176]
History,,,18,22916,"[1501, 3531, 3541, 3668, 3793, 4129, 4268, 4345, 6281, 6406, 6798, 6829, 6923, 10213, 10938, 11397, 12837, 14425, 14675, 16627, 16906, 20831, 21778, 21792, 22104, 22118, 22370, 22396, 22442, 22641, 22697, 22717, 22809, 22834, 22839, 22840, 22901, 22930, 44911, 44912, 45642, 45917, 45926, 45976, 47868, 48567, 49622, 49961, 50838, 51959, 52766, 55386, 55391, 57780, 65391, 67641, 74934, 75540]"
Humor," A hilarious book on man ners for young children , Bottom Bur ps teaches valuable lessons through a clever and engaging narrative . Written by Dave C udd , this book receives high praise for its rel atable characters and laugh - out - loud situations . Ros ie Male zer , a review er for Readers ' Favorite , describes it as a gem that reminds her of her own family .", B ottom Bur ps : A H ilar ious Book on M anners for Kids ,3,58816,"[9006, 11904, 13611, 13981, 14695, 14995, 15230, 20180, 23956, 26512, 28496, 28790, 32828, 33228, 43897, 45214, 45991, 52479, 52599, 52738, 55976, 63375, 66855, 75454, 75586, 76491]"
History," Mar l ene is an award - winning author of nearly 7 0 titles for readers ranging from preschool to adul thood . Her writing journey began when she was teaching children with disabilities and creating educational materials to help them learn . As time went on , she started writing for various formats including magazines , websites , newspapers , scripts , books , and text books for readers of all ages . Her passion for writing originated from her work with children , which continues to inspire her . She frequently returns to classrooms to share the joy s of research , writing , and reading .", All en Jay and the Underground Railroad ( On My Own History ),18,41212,"[2317, 4425, 4731, 4740, 4832, 5967, 6785, 9639, 12561, 15292, 17432, 26336, 26353, 41195, 41203, 41207, 41219, 41220, 41223, 61524, 61542, 61550, 61551, 61565, 61578]"
Growing Up & Facts of Life,,,2,24716,[2333]
"Science, Nature & How It Works"," Disc over the ge ological past of Michigan and the Michigan Basin in this educational and exciting journey beneath the state ' s surface . Explore the formation of minerals and foss ils , hidden mountain rid ges , and the state ' s hard rock form ations . Learn about the tropical seas and volcanic erupt ions that shaped Michigan before the glac iers formed the Great Lakes .", Under Michigan : The Story of Michigan ' s R ocks and F oss ils ( Great Lakes Books ),15,38670,[63135]
Early Learning," R og er Pr idd y , passionate about educating children through engaging books , has created successful non - fiction early learning titles . Living in London with three children , they inspire his creative ideas .", W ipe Clean : Starting School ,16,9922,"[9685, 9686, 9702, 9707, 9723, 9767, 9769, 9775, 9795, 9810, 9832, 9840, 9899, 9936, 9955, 9977, 10000, 10003, 10004, 10024, 10028, 10036, 10042, 10045, 10051, 10054, 41601, 41616, 58024, 63674, 65906, 68654, 68661, 68666]"
Comics & Graphic Novels," M att Kind t is a Harvey Award - winning writer and artist known for his comics and graphic novels , including M IND M GM T , Frank enstein : Agent of S . H . A . D . E ., Rev olver , 3 Story , Super Spy , 2 Sisters , and Pist ol w hip . He has been nominated for 4 E is ner and 3 Harvey Awards , winning once . His work has been translated into French , Spanish , Italian , and German . Kind t resides in St . Louis , MO .", P opp y ! and the Lost Lag oon ,22,67331,[67332]
Growing Up & Facts of Life," K ara McM ah on , an author of numerous children ' s books , resides in New York City with her spouse Bryan and their rescued cats Friday and Cindy Lou Who . A prop onent of animal shelters , McM ah on hopes her book Friday the Sc ared y Cat encourages more people to adopt from shelters .", Friday the Sc ared y Cat ,2,51751,"[51427, 54815]"
Literature & Fiction," H ena Khan , a resident of Rock ville , Maryland , is the author of the award - winning picture book ' N ight of the Moon : A Muslim Holiday Story ,' which was named a 2 0 0 9 Book list ' Top 1 0 Religion Book for Youth .' Khan ' s latest work is ' Gold en Dom es and Silver Lan terns : A Muslim Book of Col ors .' Meh rd ok ht A min i , an illustr ator born in Iran , has contributed her artistic talents to 1 1 children ' s books . She now resides in Surrey , England .", Gold en Dom es and Silver Lan terns : A Muslim Book of Col ors ,0,38605,"[4324, 4363, 10271, 13321, 14027, 16347, 16734, 21109, 21372, 21723, 24854, 25152, 25782, 31655, 33656, 33981, 34016, 37043, 37140, 37919, 38470, 38549, 40675, 40682, 40685, 40686, 40687, 40690, 40692, 40693, 41571, 42022, 44142, 44396, 44463, 49080, 49703, 49917, 52930, 54644, 55115, 55515, 55517, 55567, 55569, 56159, 58171, 58475, 58485, 61271, 62314, 64036, 66924, 68456, 70242, 73082, 74651, 75374, 75482, 75491]"
Growing Up & Facts of Life," Af ric an - American young ster purs ues her favorite chicken , Miss Hen , on a farm , encounter ing challenges and mat uring in her decisions .", The Chicken - Ch asing Queen of Lam ar County ,2,12065,"[4324, 4363, 4383, 4625, 4671, 4706, 5384, 5631, 5856, 5883, 5997, 6068, 6086, 6719, 6743, 6895, 7237, 7302, 7765, 8516, 9563, 9581, 10328, 10572, 11339, 11365, 11546, 11685, 14683, 15364, 15370, 15393, 15600, 15792, 16061, 16062, 16344, 16542, 17700, 19538, 21173, 21348, 23109, 23783, 24247, 24787, 25368, 26995, 28967, 31802, 33656, 33776, 33863, 36307, 37140, 44708, 44856, 46828, 48219, 48463, 48631, 48682, 51851, 52512, 52721, 54500, 61449, 62297, 62353, 62709, 65041, 65860, 67483, 70561, 74857]"
Geography & Cultures," K athy - jo W argin is an acclaimed author of over 4 5 books , including popular children ' s classics like Michigan ' s official state book ' The Legend of Sleep ing Bear ,' Children ' s Choice Award winner ' The Legend of the L oon ,' and ' The Ed mund Fitzgerald : Song of the Bell .' Her works often explore nature , folk lore , and their impact on daily life . A frequent speaker at associations , school districts , and conferences nationwide , W argin resides in Min net on ka , Minnesota .", Little Wisconsin ( Little State ),11,63299,"[3349, 46285, 56265, 56381, 56421, 63091, 63175, 63270, 63286, 63402, 66060, 66115, 72537]"
Animals," Art Balt azar is a Chicago - born comic book artist known for his hip - hop style . He started self - pub lishing in 1 9 9 4 and has worked on titles like The C ray - B aby Adventures , Gy ro - Man , and Patrick the Wolf Boy . Balt azar also illustrated coloring books for Warner Bros . He recently finished Superman Family Adventures and is now co - writing The Green Team : Teen Tr illion aires . He lives outside Chicago with his wife , Rose , and their children Son ny , Gordon , and Aud rey .", Art Balt azar ,1,46866,"[11315, 46111, 46803, 46811, 46816, 46824, 46825, 46829, 46830, 46840, 46842, 46867, 46883, 46895, 46909, 46913, 46929, 46947, 46966, 56811, 56814, 56827, 58244]"
Growing Up & Facts of Life," In the latest F ancy Nancy I Can Read series , Nancy explores astron omy and breaks n erd stereotypes . Exc ited about a class trip to the planet arium , she learns about the Big Di pper and const ell ations . Gr ades K - 2 .", F ancy Nancy Se es Stars ,2,2322,"[2321, 2328, 2333, 2338, 2590, 2608, 2618, 2623, 2628, 2629, 2636, 2641, 2650, 2730, 2774, 2786, 2789, 2813, 2961, 2965, 3117, 3121, 3123, 3124, 3126, 3127, 3128, 3139, 3188, 3371, 3518, 3520, 3521, 3526, 3529, 3539, 3615, 3967, 3973, 3980, 4001, 4106, 4153, 17658]"
Education & Reference,,,12,374,"[378, 27271]"
Literature & Fiction," El iz abeth Y ates is a well - l oved author known for her compelling books for young people . Her works are being reprint ed to reach a new generation . She has received numerous awards , with the most notable being the New bery Medal for Am os Fortune , Free Man .", The Next Fine Day ,0,41913,"[4400, 4424, 5238, 5241, 5995, 7462, 14203, 17932, 24609, 24831, 27457, 27812, 38719, 40071, 41895, 41916, 42645, 61802, 61822, 72397]"
Literature & Fiction," A da Ho pper has been an invent ive person since childhood . She fixes problems with rub ber bands and tw ee z ers , finds answers in libraries , and esc apes over f ences . Ad a loves reading and writing , enjoying k ara oke , family time , and adventures . Her title is ' Rob ots Rule the School ' .", Rob ots Rule the School ,0,55258,"[2317, 18993, 19081, 22609, 22727, 22758, 22764, 22883, 22885, 22905, 45738, 45922, 45937, 45962, 51542, 51817, 52026, 54541, 55084, 55088, 55201, 55207, 55305, 55439, 55448, 55482, 55484, 55503, 55505, 55560, 57467, 57506, 68077, 68115, 75198, 75200, 75201, 75203]"
"Arts, Music & Photography"," Michael B ier ut , a design professor at Yale School of Art and co founder of Design Obs erver , teams up with John L ass eter , an Academy Award - winning director and chief creative officer at Walt Disney and Pix ar Animation Studios , to present Design ing with Pix ar . This book offers 4 5 activities to create your own characters , worlds , and stories ."," Design ing with Pix ar : 4 5 Activities to Create Your Own Char acters , Worlds , and Stories ",13,52655,"[33376, 35015, 60258, 65688, 65727, 68164, 69122, 74363]"
Humor, Ill ustr ations on white backgrounds showcase characters and activities from the popular folk song . Suit able for ages 4 - 8 ., I Know an Old Lady Who Sw all owed a Fly ,3,39045,[11754]
Growing Up & Facts of Life," Me i Me i , a curious and energetic girl , and her grandfather G ong G ong spend a morning learning t ai chi and yoga together . Me i Me i ' s enthusiasm contrast s with G ong G ong ' s calm grace , but they both find perfection in their unique movements . The digital illustrations showcase their inter gener ational bond in a lush backyard garden . This picture book introduces t ai chi and yoga while emphas izing the importance of process and practice .", A Morning with Grand pa ,2,67633,"[4111, 4204, 6735, 6810, 9647, 10271, 10882, 11282, 15364, 15842, 16347, 20284, 21109, 21393, 21546, 21955, 22961, 24005, 25152, 27009, 28468, 29295, 29315, 32304, 33358, 33454, 33656, 33981, 34024, 36633, 39609, 39637, 41551, 42022, 45112, 48591, 52436, 52592, 52752, 52930, 53690, 54575, 54644, 55056, 55567, 55854, 55885, 55886, 55939, 57272, 57590, 58229, 58514, 59610, 59834, 61449, 62283, 62297, 65776, 65787, 65795, 65805, 67483, 67635, 68085, 68123, 68204, 68450, 68461, 70242, 70561, 72194, 72448, 72449, 73434, 74553]"
Growing Up & Facts of Life," Paul G ald one was born in Budapest , Hungary in 1 9 0 7 and em igr ated to the United States in 1 9 2 8 . After completing his studies at the Art Student League and the New York School of Industrial Design , he worked in the art department of a major publishing house . Mr . G ald one was introduced to the process of book making , which became his lifelong career . He illustrated almost 3 0 0 books , many of which he wrote or ret old . His contemporary style , bright earth y humor , and action - filled illustrations delighted generations before his death in 1 9 8 6 . One of his notable works is ' The Teen y - T iny Woman ' .", The Teen y - T iny Woman ( F olk Tale Classics ),2,21692,"[2475, 4856, 5305, 5371, 5419, 5446, 8745, 9443, 9561, 10130, 10139, 10935, 13548, 15243, 15321, 15331, 15461, 15854, 17105, 21290, 21347, 21357, 21616, 21617, 21718, 22984, 23105, 23243, 23276, 23294, 23300, 24328, 26031, 27246, 32523, 33047, 33358, 37807, 39030, 39338, 40778, 42150, 42153, 44463, 51730, 51962, 52506, 68207, 75309]"
Growing Up & Facts of Life," N ami oka ' s insightful novel addresses acc ult uration and ethnic heritage through w itty humour and engaging dialogue . Readers follow Y ing lan Yang , who struggles to adapt to American customs while long ing for her native China . Her siblings decide to help her make friends by setting her up with a Chinese American baseball player , Paul Eng . Will Y ing lan find out about their match making efforts ? ", Y ang the Second and Her Secret Ad m ire rs ,2,18151,"[11638, 18102]"
"Science, Nature & How It Works"," Sum mer Supp er is a farm - to - table picture book featuring vibrant illustrations and a mult ir ac ial cast . The story is a lively classroom read - al oud choice , as reviewed by Book list , and praised for its seamless all iter ation and vivid colors . Authors Rub in P fe ffer and Mike Austin bring their expertise in the children ' s book industry to create a charming tale .", Sum mer Supp er ,15,58085,"[10270, 12017, 16347, 16828, 21109, 22961, 29477, 33656, 45393, 45496, 45786, 45979, 49080, 52584, 55939, 58108, 68176, 68192, 68467, 70773]"
Growing Up & Facts of Life," P unk Farm is a children ' s book praised by various organizations and media outlets . Written and illustrated by Jar rett J . K ros oc z ka , it ' s a humorous take on traditional children ' s tales with a modern twist . The book has won multiple awards , including A Child Magazine Best Book of the Year and NPR ' s [ set star ]. K ros oc z ka is also the author of Pe anut Butter and J elly fish , Bag head , and the Lunch Lady graphic novel series .", P unk Farm : A H ilar ious and Award - Win ning Children ' s Book ,2,15010,"[3076, 3090, 3107, 3118, 3898, 8648, 12086, 13115, 13471, 13478, 13744, 13795, 13874, 13887, 13931, 13976, 14026, 14056, 14063, 14967, 15004, 16913, 18109, 25711, 25737, 33997, 43897, 52619]"
Growing Up & Facts of Life," A picture book about individual choices and one girl ' s struggle to be herself . Written by a clinical psychologist , it deals with gender identification in a positive and creative way , teaching tolerance and celebration of differences . The story follows Annie , an active school - aged child who is confident in her un g ir ly self - exp ression . However , when her mom succ umbs to gender expectations for a wedding , Annie faces a challenge . The story ends happily as Annie comes up with an ingen ious solution .", An nie ' s Pl aid Sh irt ,2,28628,"[4036, 4169, 4363, 10339, 10443, 11039, 11591, 12414, 16061, 16347, 16468, 16734, 19538, 21109, 22765, 23334, 23935, 28468, 32071, 33343, 33863, 33981, 36509, 36639, 36885, 37450, 37757, 42013, 42910, 42911, 44039, 45222, 48358, 48591, 50602, 50621, 50630, 52436, 52669, 56401, 57079, 57590, 58229, 58514, 59332, 59333, 59804, 59837, 62636, 62655, 62676, 62714, 62760, 64305, 66919, 66921, 67622, 67635, 70711, 71025, 72629, 74907, 75438]"
"Science, Nature & How It Works"," R uth St ro ther is an award - winning writer and editor with a passion for creating children ' s books . Her work has reached children worldwide , spanning various publishing roles . Some of her recent titles include ' W is for Wo of : A Dog Al phabet ' and ' B is for Blue Planet : an Earth Science Al phabet ', which won the N ST A / C BC Outstanding Science Trade Book award . Ruth resides in Southern California with her family and two dogs .", Smith sonian Young Explore rs : Din osaurs ,15,68237,[68231]
Comics & Graphic Novels," Book by T ach ik awa , Meg umi "," S aint T ail , Book 7 ",22,73526,[72701]
Geography & Cultures," H ong Kong ' s beauty is showc ased in this children ' s book , capturing the soul of travelers worldwide . Written by M . S ase k , a Czech os lov ak ian author and illustr ator , the book presents a vibrant portray al of the city .", This is Hong Kong : A Children ' s Classic ,11,35090,"[7193, 12706, 15811, 19002, 32824, 33293, 33333, 33443, 35081, 35083, 35084, 35085, 35088, 35089, 35092, 35093, 35094, 35096, 35097, 35101, 35102, 35107, 36715, 38603, 40583, 49387, 52524, 52617, 54897, 55183, 55468, 65218, 66166, 66169, 66170, 71789, 71795, 74738, 76472]"
Literature & Fiction," S us an Med d augh is a children ' s book illustr ator and author born in Mont clair , New Jersey . Whe aton College graduate in French lit and fine arts , she worked in advertising and publishing before becoming a freelance illustr ator . Her popular books include Martha Spe aks , winner of the New York Times Best Illustr ated Book for 1 9 9 2 and New England Book Award in 1 9 9 8 .", Mar tha hab la : Martha hor nea un past el / Mar tha Spe aks : Martha B akes a Cake ( B ilingual Reader ) ( English and Spanish Edition ),0,23250,[7651]
"Activities, Crafts & Games"," French - y and artistic , these cool board books will p ique the interest of hip parents and their babies . - Real Simple ", The Game of Mix and Match ( Game Of ... ( Ph aid on )) ,6,29077,"[20282, 28983, 29064, 29065, 29068, 29069, 29070, 29072, 29080, 29082, 29084, 29091, 29094, 29098, 33451, 38603, 44463, 52524, 52584, 52622, 52632, 52663]"
Growing Up & Facts of Life," Let ' s Get Along Box Set is a collection of interactive books published by Make Believe Ideas , Ltd . The company is renowned for producing exciting books that inspire and encourage children to learn and develop . These titles feature sensory elements that are both educational and playful .", Let ' s Get Along Box Set ,2,71111,"[4083, 10106, 10339, 10917, 10935, 11039, 11931, 11979, 15804, 21740, 22031, 23726, 28790, 32304, 41545, 44590, 52410, 55345, 58304, 64787, 68204, 68467, 74906, 75852]"
