category,s1,s2,label,node_id,neighbour
Science Fiction & Fantasy," Mat thew Re illy is a New York Times and # 1 international bestselling author known for his novels such as The Tournament , The Great Zoo of China , The Five Greatest Warriors , The Six Sacred Stones , Seven Dead ly W ond ers , Ice Station , Temple , Contest , Area 7 , Sc are crow , and the children ' s book H over Car R acer . His works have been translated into 2 0 languages and published in 2 0 countries , selling over 7 million copies worldwide . Visit his website at Matthew Re illy . com and follow him on Facebook . com / O ffic ial Mat thew Re illy .", Mat thew Re illy : B ests elling Author of H over Car R acer and Other Novel s ,7,47389,"[47343, 47345]"
Literature & Fiction,,,0,60715,"[18053, 63013, 63019, 63024, 63036, 63042]"
Education & Reference," S ad lier Word Study is a book written by V av va , Richard , and Mor row , Leslie Mand el . It focuses on word study and vocabulary building strategies for students .", S ad lier Word Study ,12,38801,"[30126, 38239, 38804]"
Growing Up & Facts of Life," OL IV I ER D UN RE A is an acclaimed creator of children ' s books , known for his vivid artwork and charming stories . His work primarily revol ves around themes of farms , animals , architecture , and folk lore . Based in N arrow sburg , New York , in the beautiful Cats kill Mountains , Dun rea is also a painter and sculpt or .", G em ma & G us ( board book ) ( G oss ie & Friends ),2,21704,"[1716, 3483, 4080, 8681, 8701, 9798, 14489, 14557, 15735, 15794, 17602, 21354, 21383, 21404, 21423, 21493, 21500, 21509, 21575, 21610, 21650, 21709, 21767, 23234, 23305, 23361, 25962, 25964, 25966, 32376, 32828, 38301, 38501, 45294, 51330, 52377, 55338, 55452, 57004, 58069, 58219, 74738]"
Growing Up & Facts of Life," St orm y Weather is a picture book aimed at Pres chool - K indergarten aged children . It addresses common childhood fears of thunder storm s and lightning , providing a reass uring and peaceful narrative . The story is told through the perspective of a mother rabbit comfort ing her bun ny , using express ive language and imagery to ease worries . The book is illustrated by De bi G li ori , known for her picture books and middle - grade fiction .", St orm y Weather ,2,35997,"[7223, 35885, 35922, 75586]"
Literature & Fiction," The Be ren st ain Bears series began in 1 9 6 2 when Stan and Jan Be ren st ain created the first books . Mike Be ren st ain , who grew up watching his parents work on the series , now continues their legacy . Despite the deaths of Stan in 2 0 0 5 and Jan in 2 0 1 2 , Mike continues to develop the Bear adventures from his family ' s home and studio in Pennsylvania .", The Be ren st ain Bears : God Bless the Animals : A L ift - the - Fl ap Book ( Be ren st ain Bears / Living Lights ),0,9208,"[1569, 1577, 8953, 8965, 9006, 9010, 9076, 9201, 9202, 9210, 9226, 9230, 9233, 9245, 9266, 9342, 9381, 9439, 12762]"
Growing Up & Facts of Life," B ever ley N aid oo , a South Africa - born author , writes stories based on her experiences growing up under apart heid . Her works , like Journey to Jo ' burg and Chain of Fire , depict challenging societal conditions and have been banned in her home country . N aid oo ' s writing has earned her numerous awards , including the Carnegie Medal and the American Library Association Best Book for Young Adults .", B ever ley N aid oo : Ex pos ing In just ice Through Literature ,2,1288,"[2764, 4407, 5191, 5723, 6120, 6628, 6893, 6905, 10108, 21391, 52043, 54564, 62733, 65813]"
"Activities, Crafts & Games"," R og er Pr idd y , passionate about educating children through engaging books , has created successful non fiction early learning titles . Based in London , he ' s inspired by his three children . His latest work , ' St icker Friends : Christmas ', offers over 3 0 0 re usable stick ers for festive fun .", St icker Friends : Christmas - 3 0 0 + Re usable Stick ers for Holiday Fun ,6,9954,"[9751, 9826, 9843, 9868, 9893, 9920, 9930, 9937, 9939, 9942, 9957, 9959, 9961, 9971, 9981, 10019, 10022, 10029, 10047, 12922, 13190, 16741, 18465, 19616, 19899, 19980, 22303, 31265, 31310, 40261, 40319, 49045, 53342, 53899, 55262, 57083, 68294, 68299, 69398, 69442, 70827]"
Growing Up & Facts of Life,,,2,36467,"[3793, 3796, 4119, 4121, 4259, 4266, 4365, 5671, 6630, 6653, 11989, 16627, 20821, 21724, 22839, 22936, 29298, 33627, 33834, 45410, 45642, 52649, 55053, 58071, 58162, 58204, 58288, 60123, 62702, 62709, 68094, 68219, 69579]"
Literature & Fiction," The Great Brain series has gar nered ample praise . School Library Journal describes it as a funny , fast - m oving , and end earing series that engages readers of all ages . The series follows the adventures of J . D ., a young con man who uses his w its to navigate daily life . The stories are based on the author ' s own childhood experiences with his conn iving older brother , Tom . The Great Brain series continues to attract young readers and is a great way to introduce a new generation to this entertaining collection .", The Great Brain Is Back : Entertain ing and Eng aging Stories for Young Readers ,0,16904,"[2740, 5200, 5966, 5974, 6188, 6202, 6214, 6217, 6235, 6252, 6276, 6279, 6310, 6494, 6502, 6829, 9639, 15038, 18192, 18209, 28827, 29620, 37503, 45355, 71466, 72398, 73473]"
Growing Up & Facts of Life," A gri pping mystery adventure for children and teens aged 1 0 - 1 4 , Shadow J umper is a touching and warm tale of friendship . With direct and accessible language , it tells a story full of surprises and heart - w arming moments . Primary Times ( Gl ou ces ters hire ) describes it as ' a tale full of adventure and mystery ', while Today ' s Child Magazine calls it ' a touching and gri pping adventure '. The book is the first from author J M For ster , who writes for children and young teens .", Sh adow J umper : A Mystery Adventure Book for Children and Te ens A ged 1 0 - 1 4 ,2,44536,"[5209, 6000, 6120, 6497, 6581, 6604, 6664, 6915, 7560, 8569, 9243, 9618, 12991, 13821, 14101, 14339, 23065, 25659, 42672, 44276, 44279, 44448, 44556, 45001, 55229, 55582, 57411, 58071, 74934, 74935, 74937, 74967]"
Literature & Fiction," A realistic slice of life from America ' s war years , this fast - paced story is filled with lively details and engaging dialogue . Enjoy ed by many readers , it offers a charming portray al of 1 9 4 0 s home front life . The author , Av i , is an award - winning novelist known for his works ranging from animal fantasy to historical fiction . His book , Cris pin : The Cross of Lead , won the New bery Medal .", Don ' t You Know There ' s a War On ?,0,14276,"[5967, 5995, 6120, 6306, 6829, 7371, 16062, 40006, 59947]"
Early Learning," Pre SC ua quito is the youngest of five duck lings that have just hat ched . Mama Duck wa its for them to grow big enough to swim in the pond , but they are afraid to take the big pl unge . One by one , the little ones gather enough courage to jump into water and swim to their mother . A guide at the bottom of the pages prompt s young sters to count how many duck lings are in the pond at that moment .", C ua quito ( Sp anish Edition ),16,48405,"[12820, 23355]"
Growing Up & Facts of Life," Gr ade 1 - 4 -- A boy and his father visit the Vietnam War Memorial to find the boy ' s grandfather ' s name among the fallen . The father expresses pride in his grandfather ' s sacrifice , while the boy wishes for his grand pa ' s presence . This picture book captures the emotional impact of the memorial and is a great conversation starter .", The Wall ,2,15399,"[6362, 6981, 7194, 7373, 12205, 15393, 15414, 15415, 15543, 15600, 15615, 15969, 16061, 16062, 16344, 17700, 20599, 20831, 21778, 22393, 22984, 24114, 24879, 25015, 25152, 28025, 31892, 33656, 36993, 38306, 40006, 41713, 43019, 43127, 45794, 51653, 54098, 61259, 61449, 63151, 63180, 64038, 65159, 65178, 68210, 74674, 74678]"
Animals," Lou is Le grand , known for his involvement in non - profit organizations promoting education and children ' s wellbeing , has published a new picture book aimed at kids . After discovering the benefits of mindful activities like yoga and meditation , Louis focused on creating children - oriented reading material . His first collaboration with illustr ator B ett ina Br ask , ' The Tale of Two Wol ves ,' aims to engage children with engaging stories that promote self - master y through the power of the mind .", The Tale of Two Wol ves ,1,75609,[38000]
Growing Up & Facts of Life, Help El mo find his lost blanket by lifting 3 0 + fl aps to uncover S es ame Street surprises ., Where Is El mo ' s Bl ank et ?,2,12557,"[8659, 12841, 13450, 16682, 16848, 19518, 26243, 56405]"
Growing Up & Facts of Life," The ' Have Cour age !' series is praised for its simplicity and effectiveness in empowering students . It focuses on positive thinking and assert ive , kind behavior to enhance children ' s mental health , relationships , and school performance . Sean Cove y , author of The 7 Hab its of Highly Effective Te ens and The 7 Hab its of Happy Kids , describes it as an exciting tool for enabling children to live their best lives .", Have Cour age ! ( Be ing the Best Me Series ),2,61677,"[6362, 24710, 25033, 28790, 31862, 32056, 35756, 41057, 43764, 44590, 44620, 45112, 45116, 46730, 61618, 61620, 61623, 61627, 61629, 61630, 61632, 61633, 61634, 61638, 61649, 61650, 61674, 61684, 62709, 68985, 68986, 69218, 70755, 72707, 73178, 74018, 74023, 74024, 74030, 74036, 74044, 74216, 74665, 75855]"
"Arts, Music & Photography"," The third installment in the series , Tom Gates : Everything ' s Amazing ( S ort Of ) is filled with humor and T oms trademark do od les . Although it is part of a series , new readers can easily follow T oms ant ics . It is expected to be popular among fans of W im py Kid and Big Nate .", Tom Gates : Everything ' s Amazing ( S ort Of ),13,33570,"[22883, 22927, 33565, 33576, 33710, 33918, 74967]"
Growing Up & Facts of Life, D ADD YS GET T ING MAR RI ED is a book that addresses the confusion and troubled feelings children of divorced parents experience when one parent decides to rem arry . The story follows a child whose parents are divorced and whose father is getting married . It encourages children to understand that a parent ' s rem ar riage doesn ' t mean they will be abandoned or that their love will decrease ., D addy ' s Getting Mar ried ( Let ' s Talk About It Books ),2,34109,"[10339, 10545, 11522, 28773, 32071, 32669, 32724, 34037, 34042, 34069, 36639, 46230, 50580, 51035, 52897, 53727, 54420, 59541, 71025, 72476, 73182]"
Growing Up & Facts of Life," A lively journey across India introducing culture and geography for Pres chool - Gr ade 3 readers . Sh oba and her stuffed monkey , F uzzy Pat el , fly to India for F uzzy ' s cousin ' s wedding . They meet various creatures and people along the way , eventually saving the wedding with their new found friends .", The Road to Mumbai ,2,25140,"[557, 10254, 12242]"
Growing Up & Facts of Life," Te amm ates is a book that tells the little - known story of Jackie Robinson and the integration of baseball in 1 9 4 7 . It highlights the moment when Dodgers short stop P ee We e Re ese , an gered by racial abuse from a Cincinnati crowd , symbol ized the end of the color line in major league baseball by putting an arm around Robinson ' s shoulder . The book ' s beginning talks of a time when autom obiles were black and looked like tanks , and laundry was white and hung on clothes lines to dry . G olen b ock credits Dod ger general manager Branch Ric key with finding ' one special man ' who would exempl ify great ball playing and erad icate prejud ices . Historic photographs and Bacon ' s water col ors add interest to the story , aimed at ages 6 - 9 .", Te amm ates : A Story of Baseball and Brotherhood ,2,7024,"[397, 4383, 5384, 6200, 6680, 6809, 6915, 7111, 7140, 7174, 7194, 7237, 7317, 7479, 9581, 9615, 10053, 10055, 10445, 13390, 14058, 15393, 15399, 15414, 15598, 15600, 15650, 16061, 16062, 16344, 16542, 17050, 17432, 17700, 18695, 18880, 18978, 19362, 23377, 23829, 24879, 25015, 25152, 27246, 27265, 27752, 28065, 28125, 34851, 34991, 35884, 36585, 38071, 38306, 39127, 39338, 43127, 45948, 46919, 48591, 48676, 54771, 60364, 60411, 61229, 62709, 63501]"
"Arts, Music & Photography"," A picture book based on a true story about a musician and his cat . Mos he C otel , a young composer , lives alone in a noisy city until he finds K et zel , a tiny black - and - white k itten on the street . They create beautiful music together , with K et zel in advert ently helping Mos he win a composition contest ."," K et zel , the Cat Who Com posed ",13,33303,"[4121, 4587, 6829, 6831, 11382, 11390, 11946, 12917, 13708, 13848, 14958, 15838, 16347, 19538, 20643, 21030, 21372, 21690, 23270, 23981, 25657, 26116, 29299, 31707, 32522, 33145, 33658, 36125, 36307, 37236, 38130, 39184, 44489, 45727, 45827, 45905, 46185, 47627, 48623, 48631, 50950, 51730, 51761, 52353, 52645, 53782, 53810, 54771, 54926, 55244, 55381, 55812, 55939, 56234, 57645, 57666, 59604, 61987, 62464, 62655, 63196, 65163, 65174, 65797, 67483, 67635, 67821, 68204, 69498, 69518, 72779, 74406]"
Comics & Graphic Novels," Paul Tob in is a renowned comic book writer , best known for his works such as The Age of the S entry , Marvel Adventures : Fantastic Four , Marvel Adventures : Super Heroes , Marvel Adventures : Spider - Man , Col der , Plants vs . Z ombies , and Band ette . He resides in Portland , OR .", Pl ants vs . Z ombies Volume 3 : Bul ly For You ,22,67330,"[3418, 3420, 3422, 3444, 3639, 3646, 3649, 22126, 22428, 22534, 22883, 22886, 22905, 48508, 52248, 55976, 57349, 57352, 57356, 57359, 57362, 57444, 58086, 67322, 67335, 67336, 69203]"
Literature & Fiction," In 1 9 4 3 , Susan Marcus moves from New York City to St . Louis before starting fifth grade . She faces challenges like adap ting to a new region , dealing with prejudice , and fighting against injustice .", S us an Marcus B ends the Rules ,0,39577,"[9617, 62709]"
Geography & Cultures," Har riet Tub man was a prominent abol ition ist and conductor on the Underground Railroad , helping countless slaves escape to freedom . This book presents her remarkable story through engaging graphics and easy - to - read text , making it perfect for young readers .", Har riet Tub man and the Underground Railroad ( Graph ic History ),11,29804,"[17700, 29802, 29803, 29805, 29806, 29810, 29811, 29812, 29813, 29814, 29815, 29816, 29817, 29823, 29824, 29827, 29828, 29832, 29833, 29834, 29844, 29846, 29851, 29856, 29863, 29864, 29872, 29885, 29886, 29897, 29898, 29903, 29905, 29906, 29908, 29918, 48649, 50155]"
Growing Up & Facts of Life," John Church man , a photographer and farmer , and his wife Jennifer , a multimedia artist and business consultant , have joined forces to create a charming photo - ill ustr ated book called The She ep Over . The couple , along with their daughter Gab ri elle , resides on a small farm in Essex , Vermont . Known for their storytelling expertise , they showcase the lives of the animals around them in their debut publication .", The She ep Over ( S weet Pe a & Friends ),2,11082,"[4149, 5385, 6071, 11090, 11117, 11254, 15131, 16347, 20180, 20792, 21780, 23956, 33680, 38535, 43897, 45626, 45642, 52484, 52599, 52608, 52667, 55021, 64724, 74738]"
Comics & Graphic Novels," Based on the 2 0 1 5 Academy Award - nom inated short film , The Dam Kee per is a graph ical novel filled with action , movement , color , and light . It tells the story of Pig , who lives in a world threatened by an en igm atic fog . Pig ' s father , the dam ke eper , teaches him how to maintain the dam until one day , he goes through a door he had forbidden Pig to open . Now , Pig must find his way back home after being swept away along with his friends Fox and H ipp o ."," The Dam Kee per , Book 1 ",22,68164,"[3793, 3810, 4087, 4259, 4330, 11902, 11907, 14610, 20807, 20821, 21739, 23906, 23972, 33439, 33677, 34030, 38193, 45861, 45869, 52182, 52476, 52617, 52655, 55056, 58071, 59817, 59827, 59855, 65096, 65107, 67622, 67636, 68073, 68104, 68124, 68143, 68145, 68171, 68190, 68194, 68219, 70229, 70558, 73123, 73134, 73137, 73144, 74182]"
Growing Up & Facts of Life,,,2,45994,"[2997, 3793, 3991, 4119, 4121, 4128, 4266, 4317, 4327, 4363, 10076, 11397, 11937, 12363, 15014, 16347, 16627, 20331, 21501, 23972, 24074, 29298, 29304, 33428, 33677, 33830, 33892, 33960, 41947, 43524, 43954, 45866, 45962, 45965, 45979, 45991, 46433, 46745, 46787, 46822, 48726, 50471, 55939, 56461, 58193, 58204, 65096, 67636, 68217, 69145, 73123, 73144]"
Education & Reference, The Prevent ing Academic Failure ( PA F ) Hand writing Program is a classroom pen manship program that can be used independently or alongside the PA F curriculum . It aims to help students improve their cur s ive left - hand writing skills ., Hand writing Program for C ursive Left Hand ( Pre vent ing Academic Failure ),12,40145,"[40139, 74336]"
Growing Up & Facts of Life," M ary Hill auth ored multiple non fiction books for children . One of her notable works is ' Qu arters ' ( W elcome Books ), a book that provides insightful information about American history and culture .", Qu arters ( W elcome Books ),2,20458,"[4875, 20473, 20475, 39109]"
Growing Up & Facts of Life," This charming book tells a familiar school story with a unique twist . Written in rh yme and utilizing a reb us format , it ' s perfect for lap - reading with parents and caregivers . The bright illustrations depict typical school activities and promote kindness , sharing , and helpful ness . Author Judy Sierra and illustr ator Linda Dav ick create a heart w arming tale that prepares young readers for kindergarten or preschool .", We Love Our School ! : A Read - T ogether Re bus Story ,2,13889,"[12055, 16527, 18342, 18353, 18361, 18427, 18541, 24380]"
Animals, A rare book titled ' Bad K itty ' tells the story of a mis chie v ous f eline who gets into various scrap es and adventures ., Bad K itty : A Mis chie v ous Cat ' s Tale ,1,17832,"[6058, 6620, 6723, 6810, 9926, 10116, 10151, 10156, 10212, 10401, 18993, 21836, 22348, 22425, 22883, 22885, 32824, 45582, 45634, 45660, 45678, 45721, 45775, 45846, 48542, 50076, 50081, 65162, 65176, 68259]"
"Arts, Music & Photography"," Ge orge Oh r , known as the Mad Potter , was a home grown genius and the greatest artist pot ter on Earth . His pot tery , invent ive in shapes , textures , and gl az es , became more experimental after his kil n was destroyed in 1 8 9 4 . Although his art was distinct , it wasn ' t outs ider , as he subsc ribed to the ideals of the Arts and Craft s movement . Oh r ' s quirky and fl amb oy ant personality made him a tourist attraction in Bil ox i , Mississippi . The book ' The Mad Potter : George E . Oh r , E cc entric Gen ius ' does an excellent job describing this larger - than - life character through quotes and color photos of his pot tery . The narrative is filled with well - ch osen details and anecd otes , while the fine vintage photos show Oh r at work and with his family . The book closes with exemplary back matter that will help readers of all ages approach art with enthusiasm and confidence ."," The Mad Potter : George E . Oh r , E cc entric Gen ius ",13,65110,"[3779, 3796, 6829, 9575, 10850, 11290, 13894, 15892, 16636, 33727, 43864, 48654, 64049, 65044, 65068, 65174, 67632, 68679]"
Religions," K ay Arthur is a renowned author and international Bible teacher . Along with her husband Jack , she co - founded Pre cept Min ist ries International to teach people how to discover truth through induct ive study . J anna Ar nd t , co - author of the Discover 4 Your self series , is a Bible teacher and children ' s trainer for Pre cept . She conducts workshops to help people use the interactive Discover 4 Your self Bible Studies in various environments .", Bec oming God ' s Champion : 2 Timothy ( Disc over 4 Your self In duct ive Bible Studies for Kids ),20,29953,"[1546, 29914, 29917, 29921, 29923, 29924, 29925, 29929, 29930, 29931, 29934, 29935, 29936, 29938, 29944, 29949, 29958, 29997, 65881]"
Growing Up & Facts of Life," M rs . J olly B ones is a unique house keeper who lives with a men ager ie of animals : a pig , cow , chicken , and bun ny . Her eccentric cleaning routine includes laundry day , gardening day , and cleaning day . Hans on ' s story is filled with catch y rh ym es and humorous situations , while T usa ' s joy ful illustrations showcase Mrs . J olly B ones ' peculiar lifestyle . This picture book is great for read - al ouds and teaches the days of the week in a humorous and engaging way ."," It ' s Monday , Mrs . J olly B ones !",2,51277,"[7643, 17630, 33873, 36447, 49074, 51485, 54538, 65143]"
Growing Up & Facts of Life," Pre S - K - L ily , in a bad mood , h ides her favorite stuffed dog Bob bo during laundry day . Later , she throws him into the air , and he lands on a school bus . Lily fears he ' ll get lost , but Bob bo safely reaches school and ends up on a classroom Interest Shel f . Lily ' s mother finds him , and he ' s reun ited with his owner . The story is simple and well - written , with charming illustrations .", B ob bo Goes to School ,2,33285,[32983]
Growing Up & Facts of Life,,,2,58879,"[52843, 52848, 53512, 56870]"
Literature & Fiction,,,0,76324,[]
Animals," In this gentle midnight alleg ory , a young bat , Ch iro , is encouraged by his mother to explore the world outside their cave . Despite his fear of darkness , Ch iro learns to trust his instinct s and senses , eventually finding his way to a pond filled with tasty bugs . The story , written in passionate prose - po etry , serves as a brilliant description of e ch ol ocation and a strong metaphor for the logic and perception children can use to overcome fear .", N ights ong ,1,48149,"[1829, 4000, 4013, 4018, 4250, 4671, 4712, 4923, 6292, 6931, 7127, 7347, 10440, 10641, 10793, 10841, 11400, 15764, 15766, 16146, 16420, 16438, 16975, 18317, 19601, 21026, 21390, 21537, 21674, 21675, 21682, 22159, 22707, 22984, 23039, 23076, 25657, 27246, 31457, 32735, 32842, 34970, 37158, 37807, 39061, 39141, 39325, 40851, 45665, 49566, 49573, 49640, 53399, 56497, 62709, 64038, 65020, 65169]"
Literature & Fiction," L aur a D ower resides in Y on kers , New York , while Dave Schl af man lives in Boston , Massachusetts . They are the creators of the popular web series ' Return of Mega Mant is ', which revol ves around a team of mis f its who battle monsters .", Return of Mega Mant is # 2 ( Mon ster Squad ),0,18795,"[18743, 18769]"
Growing Up & Facts of Life," The St rugg le : Mom and the Summer time Blues is a delightful read that brings laughter through the eyes of four adolescent sisters . As they share their com ical tale of a not - so - fun summer , readers will relate to their struggles with homework , ch ores , and healthy living . This gem of a book is perfect for families and encourages reflection on life lessons .", The St rugg le : Mom and the Summer time Blues ( The St rugg le Elementary and Middle Grade Books ) ( Vol ume 1 ),2,58037,[59034]
Literature & Fiction," B ren da Scott Roy ce is an author and editor with a lifelong passion for animals and literature . She served as the editor of Zoo View , an award - winning magazine from the Los Angeles Zoo , and has written books like the comed ic novel ' Mon key Love ' and episodes for the children ' s series Ch ugg ington . With a bachelor ' s degree in prim at ology and anthrop ology , she maj ored in mon keys and worked as a ch imp ke eper at a wildlife sanctuary . She currently resides in Cov ina , California .", Smith sonian Readers : End less Expl or ations Level 4 ( Smith sonian Level ed Readers ),0,68260,"[48183, 49836, 50014, 68246, 68251, 68264, 68272, 68317, 70216, 70453, 74713]"
"Activities, Crafts & Games"," G ot z ombies ? Get Gard ening ! The z ombies are coming ! Do you know how to protect your home ? And more importantly , your brains ? Based on the sm ash hit Plants vs . Z ombies , this is your essential guide to defeating the zombie h orde .", Pl ants vs . Z ombies : Official Guide to Protect ing Your Bra ins ,6,3418,"[3420, 3422, 3444, 3639, 3646, 3649, 57349, 57352, 57356, 57359, 57362, 67322, 67330, 67335, 67336]"
Religions," Jan Gre ve , a pastor ' s wife and retired children ' s Christian education director , recommends the ' Hi ! I Am Moses ' series by Cec ilie V ium O les en . The books are affordable and engaging for children , helping them learn the story of Moses . Daniel V ium O les en , the designer and son of the publisher ' s founder , is a creative genius and architect .", Hi ! I Am Moses Series : Eng aging Christian Board Books for Children ,20,76404,"[9812, 76406, 76410, 76414]"
Animals," Mac K enzie Buck ley , a trained dram atur ge and former Marvel Comics editor , is the author of Sally ' s B ones and co - author of the upcoming young reader series Marvel ' s Super Hero Adventures . She lives in New York with her family and has a weekly Crazy Dream . Buck ley has written the story book PA W Patrol : J ungle Search and Rescue , part of the Nick el ode on Paw Patrol series , which comes with a Sp ys cope viewer .", PA W Patrol : J ungle Search and Rescue : Story book with Sp ys cope View er ( N ick el ode on Paw Patrol ),1,35570,"[4106, 16724, 16812, 16846, 23726, 23741, 23761, 23776, 23797, 23855, 23867, 23883, 23933, 23971, 23992, 24023, 35603, 45341, 45360, 45386, 58091, 58191, 58208, 58213, 58227, 58239, 75154]"
Education & Reference," This educational book for kids aged K - 2 makes the complex concept of fract ions enjoyable . Author T ary n J . S oud ers , with a background in math education , utilizes captiv ating illustrations and rh ym ing text to explain parts of a whole and parts of a group . The book includes answers to questions at the back and practice elements in the last spread .", Wh ole - y Cow ! F ract ions are Fun ,12,63268,"[1362, 1369, 4844, 4851, 4870, 4889, 4890, 4892, 4893, 4895, 7191, 7587, 13272, 16202, 16310, 17072, 17157, 17406, 17749, 17996, 18026, 18484, 24005, 24710, 26908, 32368, 35857, 36342, 36996, 39104, 39109, 39205, 39349, 39470, 41385, 45577, 46243, 46724, 46753, 53608, 54345, 59750, 61312, 61313, 61334, 61335, 61363, 62139, 62675, 62709, 64978, 68210, 73906]"
Growing Up & Facts of Life," James Riley is the author of several books , including the Story Th ieves series . The story follows the adventures of Owen and his fictional friend , K iel , as they try to save the fictional world from an evil king . In the story , Owen uses the power of words to defeat the king and restore his true identity as a father .", Secret Orig ins ( St ory Th ieves ),2,55146,"[3738, 3796, 6503, 10829, 11035, 11246, 11372, 11401, 11408, 14055, 16906, 22125, 22883, 48711, 51435, 51558, 51565, 51922, 51953, 51957, 51983, 52044, 54569, 54617, 54791, 55072, 55174, 55371, 55462, 56449, 57422, 57986, 58164, 68460, 74934, 74935, 74937]"
Growing Up & Facts of Life," Em ily loves Christmas and particularly enjoys giving thoughtful gifts that represent kindness and consideration . She helps with Christmas dinner preparations , assists her father with lighting decorations , and aids others in wheel ch airs or dressing for holiday page ants . The story shares her cheer ful spirit and emphasizes the true meaning of Christmas . Illustr ated with ink and water color cartoons , the book is suitable for grades 1 - 4 .", Em ily ' s Christmas G ifts ,2,2166,"[1795, 2167, 2168]"
Growing Up & Facts of Life," B ear and his duck family return in this third installment , featuring a sweet lesson about the virt ues of foods that don ' t come in jam j ars . Never having tried such perfect preserv es , Bear is amazed at their delicious ness and v ows never to eat anything else . He refuses to share , starts sne aking into the p antry at night , and worries Mama Duck with his behavior . She insists he eat his vegetables before having more jam . After a night of hunger p angs , Bear accepts the help of his clever siblings and learns to enjoy his jam after a balanced meal , sharing with his family .", B ear L ikes Jam ,2,16670,"[14991, 15005]"
Growing Up & Facts of Life," A ly ss a Sat in Cap uc ill i , author of Tul ip L oves Rex and the popular B isc uit books , lives in Hast ings - on - H ud son , New York .", B isc uit ' s First Sleep over ,2,2193,"[636, 637, 639, 642, 651, 657, 658, 667, 674, 1031, 1393, 1470, 1480, 1595, 1600, 1798, 1876, 2188, 2190, 2192, 2195, 2217, 2279, 2280, 2285, 2451, 2555, 2556, 2558, 2563, 2576, 2584, 2605, 2613, 2692, 2835, 2836, 2842, 3124, 3139, 3224, 3396, 3410, 3443, 3446, 3449, 3606, 3926, 4075, 4257, 4361, 4369, 4746, 4862, 8608, 13591, 13920, 22122, 22443, 28884, 28891, 28900, 28906, 28908, 28923, 28959, 33821, 49217, 51595]"
Growing Up & Facts of Life," J ill Dunn , a lover of children ' s books , teacher , and mother of Tyler and Lucy , resides on the Connecticut coast . Em br acing an eco - friendly lifestyle , she believes in making small , impact ful choices . When not writing books , playing with her kids , or tut oring privately , she enjoys walks and reading . Visit her website , Jill D unn . net , for more on Going Green .", I Want to Go Green ! But What Does That Mean ?,2,43970,"[10337, 36382, 65458, 65658]"
Literature & Fiction," THE OD OR SE US S GE IS EL , aka Dr . Se uss , is a renowned children ' s book author . His beloved characters and stories have influenced generations . His books , written and illustrated under the name Dr . Se uss or under pseud onym s like The o . Le S ieg and Ros etta Stone , have been translated into 3 0 languages . His numerous awards include Cal dec ott Hon ors , Pul itzer Prize , and eight honor ary doctor ates . Dr . Se uss ' s works have been adapted into award - winning films , TV shows , and albums .", Dr . Se uss ' s Sleep Soft ly Book ( Dr . Se uss Nurs ery Collection ),0,14010,"[8598, 11904, 12595, 12689, 12711, 12886, 13085, 13107, 13152, 13189, 13347, 13468, 13636, 13643, 13707, 13792, 14103, 14166, 14488, 14632, 14671, 15068, 15075, 15096, 15109, 20880, 23749, 23817, 23881, 23943, 25962, 26194, 26845, 27779, 28867, 31239, 36544, 58220, 58276, 58299]"
"Activities, Crafts & Games"," Mark Rog als ki , an illustr ator from Philadelphia , Pennsylvania , has worked as a scenery designer , screen printer , comic book artist , editorial cartoon ist , graphic designer , and art director . He lives with his wife , two daughters , and a cat . Dream Mach ines is his second children ' s book .", D ream Mach ines ,6,32012,[32007]
Growing Up & Facts of Life," Hey Warrior Kids ! Put On Your Arm or ! is a product page for the first edition , available only through third - party sellers . Search for the second edition with custom - fit , cool , and radical styling , ISBN 1 5 4 6 5 1 8 1 2 6 . The second edition offers great teaching , a new Arm or of God Prayer for children , and coloring pages . It ' s sold directly through Amazon , in print and Kindle versions , at a fair price .", Hey Warrior Kids ! Put On Your Arm or !,2,66424,[64158]
Growing Up & Facts of Life," A hilarious mix of s ill iness and mystery , this second book in the Friday Barnes series is even fun n ier and qu irk ier than its predecessor . With dry humor and suspense ful moments , readers are kept entertained throughout the story . School Library Journal ra ves , ' S pr att continues to hit just the right mix of dry humor and suspense . Her character ization of protagonist Friday Barnes sh ines ... A cliff h anger ending will have readers drum ming their fingers as they wait for the next episode .' Book list describes it as ' an other worthy addition to a must - have series for middle - grade readers .' Pack ed with off beat mysteries and w itty humor , this book is perfect for fans of intelligent characters and quirky plots . The series features illustrations by Phil Gos ier , who has worked with Marvel and DC Comics , among others .", Big Tr ouble : A Friday Barnes Mystery ( Friday Barnes Myst eries ),2,68203,"[6576, 10427, 10992, 11330, 11403, 11408, 15038, 23927, 31351, 45845, 45860, 55068, 58157, 68126, 68193, 68208, 68219, 68408, 70326, 75198]"
Animals,,,1,10342,"[3512, 4208, 4226, 10294, 10356, 10852, 10898, 11143, 11197, 11397, 12789, 13690, 19310, 22883, 23002, 40466, 51796, 68460]"
